SIGUNGU_CD,SIGUNGU_NM,CURRENT_VISITOR,NORMAL_VISITOR,NORMAL_COMPARE,CONGESTION_SCORE,ABSOLUTE_SCORE,CONGESTION_LEVEL,AREA_KM2,CURRENT_DENSITY,NORMAL_DENSITY,DENSITY_SCORE
47250,상주시,90963.31,93943.61822440394,-3.2,46.8,7.8,보통,1251.569597915299,72.67938606971181,75.06064255706029,19.06110412410041
47280,문경시,63824.14,63655.55141760168,0.3,50.3,5.3,보통,913.926486927048,69.83509167635559,69.65062543666363,18.581504324688137
47290,경산시,207300.52,206541.4526802244,0.4,50.4,18.7,보통,410.80612861815735,504.618859259242,502.7711085396291,42.52496924197406
47730,의성군,43967.53,46410.27465883591,-5.3,44.7,3.4,보통,1169.3034218274834,37.60147210660167,39.69053180935887,11.186059855381766
47750,청송군,27568.76,29286.163304698453,-5.9,44.1,1.9,보통,846.7121234411655,32.55977945367832,34.588099655022155,9.480997825973116
47760,영양군,11804.43,12914.955629032258,-8.6,41.4,0.4,보통,819.1373462466637,14.41080675186964,15.766532545743832,0.0
47770,영덕군,58955.0,55060.05130224404,7.1,57.1,4.8,보통,744.5257213437652,79.1846383676234,73.95318888764288,20.09183609750146
47820,청도군,47817.7,49214.44586325386,-2.8,47.2,3.8,보통,692.9165975187253,69.0093153652706,71.0250642566314,18.438651935225685
47830,고령군,28930.57,31062.99414551192,-6.9,43.1,2.0,보통,386.44307410844607,74.86373010240914,80.38181100069302,19.417018247637884
47840,성주군,43697.8,45207.26850455821,-3.3,46.7,3.4,보통,612.5076277475622,71.34245847793676,73.80686616230983,18.838023469537475
47850,칠곡군,106691.06,107674.16061851331,-0.9,49.1,9.3,보통,450.0337505985062,237.07346361936203,239.25796781978227,33.349204889874706
47900,예천군,48188.42,48776.0757275596,-1.2,48.8,3.8,보통,664.1903438434327,72.55212371976201,73.43689377552501,19.040044093433192
47920,봉화군,21446.44,22615.71042531557,-5.2,44.8,1.3,보통,1200.9518929224546,17.857867685117004,18.831487388126263,2.4591362695763825
47930,울진군,60051.49,57165.193673211776,5.0,55.0,4.9,보통,994.4484916717488,60.38672742018901,57.48431834524927,16.837473835404744
47940,울릉군,7329.84,8574.968037868162,-14.5,35.5,0.0,여유,73.87348155301865,99.2215318123244,116.07640329925358,22.80911420583223
48120,창원시,880554.68,851448.6095497897,3.4,53.4,81.6,보통,754.4184403635323,1167.19665491698,1128.615850295893,52.72684400805705
48121,창원시 의창구,222210.44,214870.0042717392,3.4,53.4,20.1,보통,204.0762869062964,1088.8596777636888,1052.890600515477,51.881241859537894
48123,창원시 성산구,246061.11,240973.16851367464,2.1,52.1,22.3,보통,89.05808367603022,2762.928415292488,2705.7978183122755,63.2181509234326
48125,창원시 마산합포구,180490.33,175422.34772545582,2.9,52.9,16.2,보통,242.92402075431988,742.9908719588421,722.1284547355176,47.23033398043043
48127,창원시 마산회원구,161383.94,146915.35280575036,9.8,59.8,14.4,보통,90.8489621328207,1776.398279201666,1617.1384830017198,57.839631459482135
48129,창원시 진해구,140350.44,135203.7116837307,3.8,53.8,12.4,보통,127.5110868940651,1100.6920528926375,1060.3290660996136,52.012789826850096
48170,진주시,234874.96,230811.2522289621,1.8,51.8,21.3,보통,712.399685317458,329.6954853304512,323.9912327110427,37.352540115900474
48220,통영시,134367.01,123304.60259046283,9.0,59.0,11.9,보통,249.12058036778384,539.3653539247144,494.9595188339105,43.33463432529429
48240,사천시,101943.21,101505.76461886396,0.4,50.4,8.8,보통,401.8593417708922,253.67883586023444,252.5902823897381,34.17058494991429
48250,김해시,431078.06,418782.5036420056,2.9,52.9,39.6,보통,461.6728715325583,933.7305407809722,907.0979246664964,50.010697354634324
48270,밀양시,104488.39,106043.35823106593,-1.5,48.5,9.1,보통,801.056396853714,130.43824431138185,132.37939132321938,26.112397629342933
48310,거제시,306700.88,294891.3887664797,4.0,54.0,28.0,보통,409.8107942307469,748.396294869944,719.579359348058,47.318523886091995
48330,양산시,300369.4,291691.5401097476,3.0,53.0,27.4,보통,486.47002541353214,617.4468812228788,599.6084545225376,44.978829983703314
48720,의령군,25997.45,27403.6868197756,-5.1,44.9,1.7,보통,481.4074433534177,54.00300796951821,56.92410285326149,15.499785648385082
48730,함안군,60377.96,62904.42156065919,-4.0,46.0,5.0,보통,415.51490054487766,145.30877213025212,151.38908731833843,27.41812403311573
48740,창녕군,57417.49,59077.64357082749,-2.8,47.2,4.7,보통,529.8522781211391,108.36509036745665,111.49832889332352,23.87273584976714
48820,고성군,52333.83,56070.35449333801,-6.7,43.3,4.2,보통,519.9587255018411,100.64996976344558,107.83616418634269,22.981520585964482
48840,남해군,52144.03,49336.2735,5.7,55.7,4.2,보통,362.6658077726846,143.77983499531717,136.03784101677294,27.290148150578375
48850,하동군,34928.65,36229.96546528752,-3.6,46.4,2.6,보통,676.4966114004282,51.63167030163471,53.55528003353512,14.962913119663249
48860,산청군,31333.26,34488.52444530154,-9.1,40.9,2.2,보통,791.3748175209049,39.5934509239957,43.58051795651242,11.799029130294993
48870,함양군,46303.03,46957.1266171108,-1.4,48.6,3.6,보통,720.434429465916,64.27098443133278,65.17890413971722,17.58490679244453
48880,거창군,55812.99,55932.10491129033,-0.2,49.8,4.5,보통,798.8921051893863,69.86298855308992,70.01208867626875,18.586301121704555
48890,합천군,38630.73,40099.789911290325,-3.7,46.3,2.9,보통,983.073225956498,39.29588252432932,40.790237036793,11.709398339110837
50110,제주시,658666.64,629632.491306101,4.6,54.6,60.8,보통,983.8336616400352,669.4898392702005,639.9786019280064,45.96312722614266
50130,서귀포시,273390.79,271879.47689446004,0.6,50.6,24.9,보통,881.2152040774907,310.24293354788625,308.5279006041208,36.61399689675153
51110,춘천시,298712.22,304491.7061697055,-1.9,48.1,27.2,보통,1114.6287521053143,267.9925665256628,273.17768862016214,34.836719397383106
51130,원주시,329111.4,336087.7672429873,-2.1,47.9,30.1,보통,866.2750720222953,379.91558412468055,387.9688774356622,39.07487319462379
51150,강릉시,291535.56,277927.31307293125,4.9,54.9,26.5,보통,1040.5488003940488,280.1748076491919,267.0968559741572,35.37630837656458
51170,동해시,105167.99,100669.9184877279,4.5,54.5,9.1,보통,181.32563482183,579.9951567980874,555.188562205481,44.21781453946161
51190,태백시,50673.58,49872.51828506311,1.6,51.6,4.0,보통,303.21884368769287,167.1188353062661,164.47697537040423,29.11087842983186
51210,속초시,155567.95,140629.89038674615,10.6,60.6,13.8,혼잡,105.83947457760684,1469.8480942092144,1328.7092641756194,55.53337986047905
51230,삼척시,75178.77,75225.5217331697,-0.1,49.9,6.3,보통,1188.379079690273,63.261606742180135,63.30094749966123,17.395042560486786
51720,홍천군,101873.23,101410.9706237728,0.5,50.5,8.8,보통,1816.1590433522404,56.09268107487098,55.83815525130986,15.954040397892818
51730,횡성군,49838.58,55296.726336255255,-9.9,40.1,4.0,보통,997.1237383900672,49.982342292309895,55.45623297017888,14.57504423180981
51750,영월군,32779.33,35213.26159431978,-6.9,43.1,2.4,보통,1125.9782544969094,29.1118677195466,31.27348281699559,8.160326288084166
51760,평창군,93445.83,85281.92773352034,9.6,59.6,8.0,보통,1462.766071367209,63.882962442968505,58.30182241908958,17.512269441157933
51770,정선군,58058.86,54891.84481065919,5.8,55.8,4.7,보통,1218.5678597683036,47.64515946698218,45.04619449022415,14.003364424458711
51780,철원군,41276.37,43570.746537868166,-5.3,44.7,3.2,보통,889.7014604186213,46.39350595263572,48.972322151036266,13.68580696723695
51790,화천군,33205.06,29865.35369775596,11.2,61.2,2.4,혼잡,906.8448369940093,36.61603247372224,32.93325658306996,10.871024555556291
51800,양구군,22386.54,23498.084565918656,-4.7,45.3,1.4,보통,660.7619223071404,33.87988811739385,35.56210455328886,9.951016785660096
51810,인제군,38529.7,42079.30675666199,-8.4,41.6,2.9,보통,1639.8395381873192,23.49601842299203,25.66062457743671,5.6457901103386945
51820,고성군,58434.63,54307.60465007013,7.6,57.6,4.8,보통,661.2034323368048,88.37617462674405,82.13448689783395,21.413887272485177
51830,양양군,66830.13,65194.29064656381,2.5,52.5,5.6,보통,630.8719979585784,105.93294712121288,103.3399657260494,23.5987585419072
52110,전주시,597420.2,570899.4536048387,4.6,54.6,55.1,보통,205.28242154533464,2910.235545268378,2781.04403342086,63.85071224800875
52111,전주시 완산구,332577.8,312125.58142215986,6.6,56.6,30.4,보통,92.13787041422113,3609.5668209482287,3387.592745729279,66.47340808029047
52113,전주시 덕진구,299877.18,287381.150727209,4.3,54.3,27.3,보통,113.14455113111352,2650.3899392600715,2539.9468896578824,62.711744405798285
52130,군산시,267707.39,264503.0828183731,1.2,51.2,24.3,보통,417.86075463147336,640.6617205200353,632.9933593587846,45.42774751359729
52140,익산시,274770.05,270780.2266739131,1.5,51.5,25.0,보통,507.0328446542964,541.9176546390064,534.048690393096,43.392039419328896
52180,정읍시,91313.93,91082.10050806453,0.3,50.3,7.8,보통,697.1239421935263,130.9866502542967,130.65409892747525,26.16312071710248
52190,남원시,79834.46,78696.45573001403,1.4,51.4,6.8,보통,749.6813876287423,106.49118587900128,104.97320198775716,23.662190340001
52210,김제시,72754.64,74062.51162026648,-1.8,48.2,6.1,보통,546.1554604431844,133.2123273856172,135.60701482352215,26.366836941607914
52710,완주군,92757.64,99924.81733204768,-7.2,42.8,8.0,보통,821.49623582308,112.91304324366564,121.6375839287081,24.369087596262702
52720,진안군,18352.12,20286.04656346424,-9.5,40.5,1.0,보통,788.3964912610671,23.27777990316161,25.73076718164488,5.536769791968657
52730,무주군,52398.49,43500.817936535765,20.5,70.5,4.2,혼잡,629.5283530465746,83.23451953580776,69.10064928134767,20.692093372218
52740,장수군,15259.19,16520.201365708275,-7.6,42.4,0.7,보통,531.7101019984078,28.698326292182603,31.06994075082994,7.9918609916885615
52750,임실군,29444.84,31934.60696879383,-7.8,42.2,2.1,보통,596.1390524623237,49.392570203846745,53.56905714680069,14.433295774501776
52770,순창군,19923.84,22256.913971248247,-10.5,39.5,1.2,여유,499.3927835712431,39.89613117258367,44.56795272868233,11.889528114990751
52790,고창군,52250.7,54021.9001858345,-3.3,46.7,4.2,보통,612.0106310120977,85.37547773245649,88.26954541050551,20.997857285496874
52800,부안군,61116.75,59939.55178295933,2.0,52.0,5.0,보통,540.422610830976,113.09066048517911,110.91236854578273,24.388067894198354
