SIGUNGU_CD,SIGUNGU_NM,CURRENT_VISITOR,NORMAL_VISITOR,NORMAL_COMPARE,CONGESTION_SCORE,ABSOLUTE_SCORE,CONGESTION_LEVEL,AREA_KM2,CURRENT_DENSITY,NORMAL_DENSITY,DENSITY_SCORE
28720,옹진군,22968.94,28075.11521458625,-18.2,31.8,1.5,여유,185.2433719436896,123.99331624659754,151.55800134711723,25.499909344149373
29110,동구,165473.1,156610.31499824685,5.7,55.7,14.8,보통,48.70194645190385,3397.669129372782,3215.6890310926096,65.73661146722894
29140,서구,346705.04,323329.5205894109,7.2,57.2,31.7,보통,47.488906246525566,7300.758585598421,6808.527425561979,75.05280684556793
29155,남구,125491.07,114574.82875140251,9.5,59.5,11.0,보통,60.53810725753399,2072.926883329056,1892.6067223078508,59.71927939466421
29170,북구,389234.59,372902.0755308555,4.4,54.4,35.7,보통,119.37648454102846,3260.563347098935,3123.7481733908235,65.23497689576273
29200,광산구,375100.28,357518.8064761571,4.9,54.9,34.4,보통,221.9103289760137,1690.3236624039464,1611.0958337356228,57.234911235959885
30110,동구,205669.35,205067.1213671108,0.3,50.3,18.5,보통,137.08795484022724,1500.2729469536748,1495.879937855311,55.782803080527955
30140,중구,257417.62,243874.117477209,5.6,55.6,23.4,보통,62.04339571482719,4148.993088372855,3930.702287768684,68.16969630265648
30170,서구,454472.05,430046.2852251052,5.7,55.7,41.8,보통,95.35042533956845,4766.334794852808,4510.166406637359,69.85914832411449
30200,유성구,389536.46,401123.8114158485,-2.9,47.1,35.7,보통,175.91399133792933,2214.3574654713148,2280.2268788574806,60.52294554146806
30230,대덕구,148225.71,149795.41725596075,-1.0,49.0,13.2,보통,69.07631265153407,2145.825454635181,2168.549702582221,60.14013397191425
31110,중구,177096.78,169259.24628366058,4.6,54.6,15.9,보통,36.94585958637725,4793.413442877357,4581.277798881425,69.92814855629045
31140,남구,354021.2,328545.7188341515,7.8,57.8,32.4,보통,74.481110551792,4753.167580037947,4411.128088721104,69.82545464496515
31170,동구,125384.62,124421.03874789622,0.8,50.8,11.0,보통,36.66168688963008,3420.045028955434,3393.7619707043336,65.81655357763852
31200,북구,185735.42,187390.8161125526,-0.9,49.1,16.7,보통,157.94011559765946,1175.9863496184023,1186.467512724358,52.81816251546025
31710,울주군,235462.16,231812.0511300841,1.6,51.6,21.3,보통,757.044600530122,311.02812150713066,306.2065972965889,36.64469111809696
36110,세종특별자치시,285612.81,290862.6435669706,-1.8,48.2,26.0,보통,464.8425772137552,614.4291078324836,625.7228959326139,44.91923966666776
41110,수원시,1077820.32,1073355.9679375875,0.4,50.4,100.0,보통,120.97620129718712,8909.35827413074,8872.455544382716,77.4782958071762
41111,수원시 장안구,265052.74,263111.1507640252,0.7,50.7,24.1,보통,33.317413987707,7955.381534046895,7897.106025728898,76.09876912883364
41113,수원시 권선구,272075.53,270317.03798036464,0.7,50.7,24.7,보통,47.12046576554206,5774.041609727925,5736.722538469479,72.19520481589416
41115,수원시 팔달구,321572.65,312762.99858941097,2.8,52.8,29.4,보통,12.85778150589845,25009.963799157733,24324.8027232328,90.05165808236588
41117,수원시 영통구,326816.85,330801.0164312763,-1.2,48.8,29.8,보통,27.68054003803962,11806.736774314237,11950.670614687331,80.90811035341252
41130,성남시,888621.39,913560.5664582748,-2.7,47.3,82.3,보통,141.3970505583834,6284.582220709652,6460.95914200885,73.22720517899687
41131,성남시 수정구,221082.05,227613.3792987377,-2.9,47.1,20.0,보통,45.238789924538935,4887.001848828812,5031.376384700182,70.16365976856463
41133,성남시 중원구,139757.1,143113.39795862552,-2.3,47.7,12.4,보통,26.39069504671048,5295.696068354225,5422.8733917511645,71.14189508036515
41135,성남시 분당구,563222.83,577648.6336290323,-2.5,47.5,51.9,보통,69.76756558713399,8072.846246821966,8279.615732149869,76.27730900090677
41150,의정부시,347896.0,351408.68247124826,-1.0,49.0,31.8,보통,81.7587278201867,4255.154272521624,4298.11827850486,68.47741335511598
41170,안양시,453781.07,460643.67965778406,-1.5,48.5,41.7,보통,58.47596436266125,7760.129737847532,7877.487522923515,75.79608244367593
41171,안양시 만안구,179787.74,186956.8835073633,-3.8,46.2,16.1,보통,36.5153834782052,4923.616374104608,5119.948517559771,70.25457365830218
41173,안양시 동안구,283207.27,282795.2788292426,0.1,50.1,25.8,보통,21.96058088445604,12896.164791362942,12877.40430533914,81.98323019747004
41190,부천시,677445.41,671746.1723138149,0.8,50.8,62.6,보통,53.55167546603968,12650.312135044376,12543.887123378789,81.74876250216417
41192,부천시 원미구,426599.89,418174.7393106592,2.0,52.0,39.2,보통,20.609430263133905,20699.256823372783,20290.45606654586,87.74715234665487
41194,부천시 소사구,174547.1,173192.43227629733,0.8,50.8,15.6,보통,12.87927645928601,13552.55480009134,13447.372825934248,82.58797669319641
41196,부천시 오정구,109644.95,112810.26076507714,-2.8,47.2,9.6,보통,20.062968743619773,5465.041161212405,5622.809974269234,71.52528919430016
